step,continuous_action,discrete_action,reward,pnl,portfolio_value,position,position_change,pnl_component,pnl_unclipped,inactivity_penalty,opportunity_penalty,trade_bonus,total_reward
3886,0.3526362180709839,1,0.0,0.0,143830.65132969696,0.02424415707395171,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3887,-0.22068250179290771,0,-0.01,0.0,143809.66801174945,0.02424415707395171,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3888,-0.35318171977996826,2,-3.3145874631721934,-476.3955735461473,143569.5681151246,-0.024204641238770773,-0.04844879831272249,-3.3182211230456478,-3.3182211230456478,-0.0,-0.0,0.0036336598734541866,-3.3145874631721934
3889,-0.2570142149925232,0,-0.01,0.0,143459.80006710676,-0.024204641238770773,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3890,-0.2641334533691406,0,-0.02,0.0,143370.20658756146,-0.024204641238770773,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
3891,-0.34327852725982666,2,0.0,0.0,143294.8212324233,-0.024204641238770773,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3892,-0.3263953924179077,0,-0.01,0.0,143398.392892284,-0.024204641238770773,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3893,-0.237673819065094,0,-0.02,0.0,143645.231823637,-0.024204641238770773,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
3894,-0.20763689279556274,0,-0.03,0.0,143695.9889563147,-0.024204641238770773,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3895,0.3263740539550781,0,-0.03,0.0,143566.6998651378,-0.024204641238770773,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3896,-0.3003225326538086,0,-0.03,0.0,143386.66574360384,-0.024204641238770773,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3897,0.33190059661865234,1,-3.722883126449892,-533.0261376571899,143036.5419774674,0.024063589743913646,0.048268230982684415,-3.726503243773593,-3.726503243773593,-0.0,-0.0,0.0036201173237013313,-3.722883126449892
3898,-0.13682520389556885,0,-0.01,0.0,143091.81604310917,0.024063589743913646,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3899,-0.3481910228729248,2,-1.0689267483976312,-153.24703405816365,142883.29494340922,-0.024018372920754674,-0.04808196266466832,-1.0725328955974813,-1.0725328955974813,-0.0,-0.0,0.003606147199850124,-1.0689267483976312
3900,-0.14441120624542236,0,-0.01,0.0,142954.7976395943,-0.024018372920754674,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3901,-0.08037340641021729,0,-0.02,0.0,142971.51442714714,-0.024018372920754674,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
3902,-0.3193190097808838,0,-0.03,0.0,142757.05437533773,-0.024018372920754674,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3903,0.3858046531677246,1,-1.8324307438776843,-261.85725672563603,142621.4376866836,0.02397343727253919,0.04799181019329386,-1.8360301296421815,-1.8360301296421815,-0.0,-0.0,0.00359938576449704,-1.8324307438776843
3904,0.36598849296569824,1,0.0,0.0,142828.6880519047,0.02397343727253919,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3905,0.30976009368896484,0,-0.01,0.0,142787.29791245368,0.02397343727253919,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3906,0.3499114513397217,1,0.0,0.0,142957.62918427505,0.02397343727253919,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3907,-0.3584524393081665,2,-0.7092945617717887,-101.60055724394664,142519.83712943963,-0.023927433581345716,-0.047900870853884905,-0.7128871270858301,-0.7128871270858301,-0.0,-0.0,0.0035925653140413683,-0.7092945617717887
3908,0.2559577226638794,0,-0.01,0.0,142444.69302427743,-0.023927433581345716,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3909,0.3450896739959717,1,-1.6612111961194742,-236.87233825625097,142282.9647911834,0.023891280234284235,0.04781871381562995,-1.6647975996556466,-1.6647975996556466,-0.0,-0.0,0.0035864035361722465,-1.6612111961194742
3910,-0.3624153733253479,2,-3.0752803062489287,-436.7248603947259,141846.23993078867,-0.023851704973635274,-0.04774298520791951,-3.0788610301395227,-3.0788610301395227,-0.0,-0.0,0.0035807238905939632,-3.0752803062489287
3911,-0.2775765657424927,0,-0.01,0.0,141818.3334359695,-0.023851704973635274,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3912,-0.26834189891815186,0,-0.02,0.0,141689.45074814447,-0.023851704973635274,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
3913,-0.28226423263549805,0,-0.03,0.0,141797.4393424126,-0.023851704973635274,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3914,-0.3433495759963989,2,0.0,0.0,141988.8612006785,-0.023851704973635274,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3915,0.42515337467193604,1,-0.7069924760484096,-100.72027343409768,141745.51965735457,0.02386362072670048,0.04771532570033575,-0.7105711254759348,-0.7105711254759348,-0.0,-0.0,0.0035786494275251816,-0.7069924760484096
3916,-0.14828312397003174,0,-0.01,0.0,141734.36341466484,0.02386362072670048,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3917,-0.3612822890281677,2,-1.3825881377340126,-196.21061021829053,141549.30904713628,-0.023819609819773227,-0.04768323054647371,-1.386164380024998,-1.386164380024998,-0.0,-0.0,0.0035762422909855285,-1.3825881377340126
3918,0.3198368549346924,0,-0.01,0.0,141428.35306847148,-0.023819609819773227,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3919,0.3084545135498047,0,-0.02,0.0,141435.92770439415,-0.023819609819773227,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
3920,-0.3454340696334839,2,0.0,0.0,141199.36324946908,-0.023819609819773227,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3921,0.2989455461502075,0,-0.01,0.0,141170.7201686608,-0.023819609819773227,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3922,-0.356850266456604,2,0.0,0.0,141214.97700370595,-0.023819609819773227,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3923,-0.36441004276275635,2,0.0,0.0,141420.8022521586,-0.023819609819773227,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3924,-0.3628395199775696,2,0.0,0.0,141454.2926235652,-0.023819609819773227,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3925,-0.11837708950042725,0,-0.01,0.0,141497.1798310457,-0.023819609819773227,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3926,0.4138786792755127,1,-3.0368636661920694,-429.0660448444856,141120.2430022918,0.023714917797861026,0.047534527617634256,-3.0404287557633918,-3.0404287557633918,-0.0,-0.0,0.0035650895713225696,-3.0368636661920694
3927,-0.2704266309738159,0,-0.01,0.0,141178.9729962182,0.023714917797861026,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3928,-0.11536157131195068,0,-0.02,0.0,141029.1302881124,0.023714917797861026,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
3929,-0.2999805212020874,0,-0.03,0.0,141050.98358486313,0.023714917797861026,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3930,0.13687705993652344,0,-0.03,0.0,141136.22685688754,0.023714917797861026,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3931,-0.3476330041885376,2,-0.30908961128401496,-44.10651689412063,141076.13648539767,-0.02366835753969115,-0.047383275337552176,-0.3126433569343314,-0.3126433569343314,-0.0,-0.0,0.003553745650316413,-0.30908961128401496
3932,0.3303755521774292,1,-2.600168868423013,-366.367845700711,140709.76863969697,0.023585959445514827,0.04725431698520598,-2.6037129421969034,-2.6037129421969034,-0.0,-0.0,0.0035440737738904483,-2.600168868423013
3933,0.1617288589477539,0,-0.01,0.0,140806.1172840319,0.023585959445514827,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3934,0.16650652885437012,0,-0.02,0.0,140813.72375595308,0.023585959445514827,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
3935,-0.26955705881118774,0,-0.03,0.0,140862.93586033615,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3936,-0.23807519674301147,0,-0.03,0.0,141021.35095695194,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3937,-0.2939227819442749,0,-0.03,0.0,140852.16886984927,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3938,0.15846145153045654,0,-0.03,0.0,140807.8744380106,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3939,0.21264386177062988,0,-0.03,0.0,140709.96912035227,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3940,-0.3164931535720825,0,-0.03,0.0,140757.9783408036,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3941,-0.22637879848480225,0,-0.03,0.0,140913.82256783984,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3942,0.15512561798095703,0,-0.03,0.0,140838.09984504,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3943,0.23566174507141113,0,-0.03,0.0,140535.12640298266,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3944,-0.003936469554901123,0,-0.03,0.0,140483.00143260806,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3945,0.37727880477905273,1,0.0,0.0,140598.45470409386,0.023585959445514827,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3946,0.16263484954833984,0,-0.01,0.0,140666.4766111347,0.023585959445514827,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3947,-0.036434948444366455,0,-0.02,0.0,140720.6771459405,0.023585959445514827,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
3948,0.23337996006011963,0,-0.03,0.0,140685.2156559142,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3949,-0.27999716997146606,0,-0.03,0.0,140523.29804432072,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3950,0.18901276588439941,0,-0.03,0.0,140588.44246430925,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3951,-0.3036230802536011,0,-0.03,0.0,140482.90708877027,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3952,-0.1954832673072815,0,-0.03,0.0,140758.9689511003,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3953,-0.07401371002197266,0,-0.03,0.0,140831.2481238211,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3954,-0.29374438524246216,0,-0.03,0.0,140757.64813737135,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3955,-0.3194241523742676,0,-0.03,0.0,140680.203639532,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3956,0.2779512405395508,0,-0.03,0.0,140668.4342457687,0.023585959445514827,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3957,0.3702946901321411,1,0.0,0.0,140638.1144949015,0.023585959445514827,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
3958,0.16327106952667236,0,-0.01,0.0,140779.45335687874,0.023585959445514827,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3959,-0.33687859773635864,2,-1.1341086872935096,-159.89561714846485,140549.8730225485,-0.023541810449442587,-0.047127769894957414,-1.1376432700356314,-1.1376432700356314,-0.0,-0.0,0.0035345827421218064,-1.1341086872935096
3960,0.14537811279296875,0,-0.01,0.0,140642.41587942527,-0.023541810449442587,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
3961,-0.1744939684867859,0,-0.02,0.0,140403.47827426865,-0.023541810449442587,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
3962,0.24787044525146484,0,-0.03,0.0,140397.23969449956,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3963,0.25436854362487793,0,-0.03,0.0,140299.87076648066,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3964,0.2804759740829468,0,-0.03,0.0,140376.95842479734,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3965,0.10403358936309814,0,-0.03,0.0,140330.95772717913,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3966,-0.29936790466308594,0,-0.03,0.0,140291.54873648676,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3967,0.1744065284729004,0,-0.03,0.0,140531.03957418894,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3968,0.2564781904220581,0,-0.03,0.0,140276.10530883193,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3969,-0.25274229049682617,0,-0.03,0.0,140112.51326801875,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3970,-0.28892314434051514,0,-0.03,0.0,140162.91628419101,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3971,0.1623549461364746,0,-0.03,0.0,140302.76640916592,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3972,-0.21762299537658691,0,-0.03,0.0,140258.719681815,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3973,0.10833632946014404,0,-0.03,0.0,140247.72565633513,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3974,-0.2816038131713867,0,-0.03,0.0,140202.63131841924,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3975,0.10292649269104004,0,-0.03,0.0,140178.3361700354,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3976,-0.23544096946716309,0,-0.03,0.0,140114.1141111293,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3977,0.08916807174682617,0,-0.03,0.0,139930.42913509754,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3978,-0.0015426874160766602,0,-0.03,0.0,139858.2264024491,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3979,0.16610407829284668,0,-0.03,0.0,139991.70846769743,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3980,0.12239110469818115,0,-0.03,0.0,139818.6055354627,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3981,0.03641319274902344,0,-0.03,0.0,139609.90738582838,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3982,0.019211888313293457,0,-0.03,0.0,139208.26055775044,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3983,-0.14606475830078125,0,-0.03,0.0,139351.86560149206,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3984,-0.07027542591094971,0,-0.03,0.0,139320.86103713012,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3985,-0.033105671405792236,0,-0.03,0.0,139586.76578615658,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3986,-0.018648743629455566,0,-0.03,0.0,139516.26983476573,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3987,0.06279945373535156,0,-0.03,0.0,139586.17724089534,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3988,-0.20579802989959717,0,-0.03,0.0,139341.0363686853,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3989,-0.09385460615158081,0,-0.03,0.0,139439.94728528862,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3990,0.03291821479797363,0,-0.03,0.0,139655.47255995328,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3991,0.061350345611572266,0,-0.03,0.0,139715.50417659935,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3992,-0.2690480947494507,0,-0.03,0.0,139967.013108536,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3993,0.05178725719451904,0,-0.03,0.0,139871.57460897396,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3994,-0.06513702869415283,0,-0.03,0.0,140134.17173363225,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3995,0.18606030941009521,0,-0.03,0.0,140130.56983663348,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3996,0.1801985502243042,0,-0.03,0.0,140394.23811366723,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3997,0.291622519493103,0,-0.03,0.0,140434.80065307164,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3998,0.004820823669433594,0,-0.03,0.0,140226.7616741299,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
3999,0.23334228992462158,0,-0.03,0.0,140181.01993642663,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4000,-0.26501333713531494,0,-0.03,0.0,140290.5599804479,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4001,-0.21921443939208984,0,-0.03,0.0,140294.5150046034,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4002,-0.19248735904693604,0,-0.03,0.0,140292.2314489898,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4003,-0.11526060104370117,0,-0.03,0.0,140232.3293123012,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4004,0.2918967008590698,0,-0.03,0.0,140405.64412083,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4005,0.07383716106414795,0,-0.03,0.0,140330.61637092763,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4006,-0.13742828369140625,0,-0.03,0.0,140673.26742201927,-0.023541810449442587,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4007,0.34006476402282715,1,-0.3504821717891948,-49.73924696211762,140500.13377558638,0.02357130623704339,0.047113116686485976,-0.3540156555406812,-0.3540156555406812,-0.0,-0.0,0.003533483751486448,-0.3504821717891948
4008,0.3901940584182739,1,0.0,0.0,140438.38873889844,0.02357130623704339,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4009,-0.28994399309158325,0,-0.01,0.0,140518.43689487944,0.02357130623704339,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4010,0.20454764366149902,0,-0.02,0.0,140521.28902293413,0.02357130623704339,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
4011,-0.3584277629852295,2,-2.915526807989967,-408.934552149567,140091.19922343682,-0.023531843036865046,-0.047103149273908435,-2.9190595441855103,-2.9190595441855103,-0.0,-0.0,0.0035327361955431328,-2.915526807989967
4012,0.0822763442993164,0,-0.01,0.0,140215.37675914235,-0.023531843036865046,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4013,-0.3649521470069885,2,0.0,0.0,140190.35064407266,-0.023531843036865046,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4014,-0.262981653213501,0,-0.01,0.0,140200.31637959878,-0.023531843036865046,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4015,-0.3646804690361023,2,0.0,0.0,140273.26509301303,-0.023531843036865046,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4016,0.4388139247894287,1,-0.06284394661179149,-9.298217511802022,140081.901005925,0.0235756467152887,0.047107489752153744,-0.06637700834320302,-0.06637700834320302,-0.0,-0.0,0.003533061731411531,-0.06284394661179149
4017,0.2975372076034546,0,-0.01,0.0,140169.66135082266,0.0235756467152887,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4018,-0.25729936361312866,0,-0.02,0.0,140104.34502159795,0.0235756467152887,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
4019,-0.24514371156692505,0,-0.03,0.0,140093.24089199505,0.0235756467152887,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4020,-0.3074389696121216,0,-0.03,0.0,140366.81269647926,0.0235756467152887,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4021,-0.288801372051239,0,-0.03,0.0,140186.9305120416,0.0235756467152887,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4022,-0.32041895389556885,0,-0.03,0.0,139953.2958530931,0.0235756467152887,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4023,0.24728751182556152,0,-0.03,0.0,140051.97172241993,0.0235756467152887,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4024,-0.3440176248550415,2,-2.6242354096607343,-367.13808640939976,139714.7629195156,-0.023535414262254393,-0.04711106097754309,-2.62776873923405,-2.62776873923405,-0.0,-0.0,0.003533329573315732,-2.6242354096607343
4025,-0.3641108274459839,2,0.0,0.0,139754.77312376144,-0.023535414262254393,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4026,-0.36492252349853516,2,0.0,0.0,139852.95110435644,-0.023535414262254393,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4027,0.36924076080322266,1,-0.5722450428342256,-80.39821919809701,139634.3647003175,0.023553871634983778,0.04708928589723817,-0.5757767392765185,-0.5757767392765185,-0.0,-0.0,0.003531696442292863,-0.5722450428342256
4028,-0.1767561435699463,0,-0.01,0.0,139835.23211762065,0.023553871634983778,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4029,-0.28281331062316895,0,-0.02,0.0,139936.18401144817,0.023553871634983778,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
4030,0.40703117847442627,1,0.0,0.0,140044.79091355708,0.023553871634983778,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4031,-0.3656271696090698,2,-0.13716525044111025,-19.64306941315151,139614.72163090436,-0.023507178434446923,-0.047061050069430704,-0.14069482919631754,-0.14069482919631754,-0.0,-0.0,0.003529578755207303,-0.13716525044111025
4032,-0.23879456520080566,0,-0.01,0.0,139759.34954622228,-0.023507178434446923,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4033,0.4491478204727173,1,1.7904129822731816,249.92086797859588,139864.64249888295,0.023643524184380805,0.04715070261882773,1.7868766795767694,1.7868766795767694,-0.0,-0.0,0.0035363026964120798,1.7904129822731816
4034,-0.3056507110595703,0,-0.01,0.0,139762.77437493455,0.023643524184380805,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4035,0.46861255168914795,1,0.0,0.0,139883.08444774678,0.023643524184380805,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4036,0.19802188873291016,0,-0.01,0.0,139948.1632480643,0.023643524184380805,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4037,-0.3536222577095032,2,-1.3996996048069024,-195.98904162632562,139668.65345725662,-0.02359996398483277,-0.047243488169213574,-1.4032428664195933,-1.4032428664195933,-0.0,-0.0,0.0035432616126910184,-1.3996996048069024
4038,0.09180545806884766,0,-0.01,0.0,139671.45005298883,-0.02359996398483277,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4039,0.46963024139404297,1,-1.155963500669628,-161.75862172034934,139506.89483553628,0.023589407244951222,0.04718937122978399,-1.159502703511862,-1.159502703511862,-0.0,-0.0,0.0035392028422337996,-1.155963500669628
4040,0.2622103691101074,0,-0.01,0.0,139532.60728943328,0.023589407244951222,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4041,-0.3449499011039734,2,-0.9235733747670453,-129.21821934632368,139377.67661618994,-0.02354470095001084,-0.04713410819496206,-0.9271084328816674,-0.9271084328816674,-0.0,-0.0,0.003535058114622155,-0.9235733747670453
4042,0.4757728576660156,1,-0.34051416799662715,-47.936135664150456,139329.7404805258,0.023574696582784955,0.047119397532795794,-0.3440481228115868,-0.3440481228115868,-0.0,-0.0,0.0035339548149596845,-0.34051416799662715
4043,-0.1732843518257141,0,-0.01,0.0,139367.30675953047,0.023574696582784955,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4044,0.03753089904785156,0,-0.02,0.0,139484.26082927766,0.023574696582784955,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
4045,-0.24749094247817993,0,-0.03,0.0,139432.1489624814,0.023574696582784955,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4046,-0.3029519319534302,0,-0.03,0.0,139520.0707933869,0.023574696582784955,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4047,-0.347719669342041,2,2.096401840190584,292.2105337846501,139621.95101431044,-0.023522124432060455,-0.047096821014845414,2.0928695786144704,2.0928695786144704,-0.0,-0.0,0.003532261576113406,2.096401840190584
4048,0.43765437602996826,1,-1.7036543237320418,-237.9535476530657,139383.99746665737,0.023484487409584486,0.04700661184164494,-1.7071798196201653,-1.7071798196201653,-0.0,-0.0,0.003525495888123371,-1.7036543237320418
4049,0.27472078800201416,0,-0.01,0.0,139433.3383747049,0.023484487409584486,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4050,-0.11493659019470215,0,-0.02,0.0,139340.7155563615,0.023484487409584486,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
4051,-0.34816503524780273,2,-1.945620902140625,-271.1504753592828,139112.8469912981,-0.02344264235705867,-0.04692712976664316,-1.9491404368731233,-1.9491404368731233,-0.0,-0.0,0.003519534732498237,-1.945620902140625
4052,-0.35979706048965454,2,0.0,0.0,139055.22497638446,-0.02344264235705867,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4053,-0.0013936161994934082,0,-0.01,0.0,139030.82118569076,-0.02344264235705867,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4054,0.44606101512908936,1,-1.468212456941343,-204.43524770119984,138908.4117435969,0.023416742584519257,0.04685938494157793,-1.4717269108119615,-1.4717269108119615,-0.0,-0.0,0.003514453870618345,-1.468212456941343
4055,0.37872421741485596,1,0.0,0.0,138934.20528555373,0.023416742584519257,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4056,-0.33661550283432007,2,-0.29586611849544936,-41.573284646625936,138866.83845895028,-0.023370733287989335,-0.04678747587250859,-0.2993751791858875,-0.2993751791858875,-0.0,-0.0,0.0035090606904381438,-0.29586611849544936
4057,-0.30174726247787476,0,-0.01,0.0,138810.7720697924,-0.023370733287989335,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4058,-0.18019253015518188,0,-0.02,0.0,138690.49459092575,-0.023370733287989335,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
4059,0.3922128677368164,1,-2.8592908769734184,-396.41167475029636,138470.42678419998,0.023276696719829203,0.04664743000781854,-2.862789434224005,-2.862789434224005,-0.0,-0.0,0.003498557250586391,-2.8592908769734184
4060,-0.2968072295188904,0,-0.01,0.0,138563.87108318173,0.023276696719829203,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
4061,-0.26934200525283813,0,-0.02,0.0,138598.6930214746,0.023276696719829203,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
4062,-0.30719053745269775,0,-0.03,0.0,138480.07497499036,0.023276696719829203,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
4063,-0.2982093095779419,0,-0.03,0.0,138519.77338124602,0.023276696719829203,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
