step,value
1364,23262.977831472817
1365,23362.976587841986
1366,23462.97534421101
1367,23562.974100579886
1368,23662.972856948036
1369,23762.97161331604
1370,23862.970369684044
1371,23962.96912605263
1372,24062.967882421217
1373,24162.966638789512
1374,24262.965395158244
1375,24362.96415152683
1376,24462.96290789498
1377,24562.96166426313
1378,24662.96042063186
1379,24762.959177000594
1380,24862.957933369034
1381,24962.95668973791
1382,25062.95544610679
1383,25162.954202475375
1384,25262.95295884338
1385,25362.95171521124
1386,25462.950471579243
1387,25562.94922794783
1388,25662.947984316415
1389,25762.94674068471
1390,25862.945497053443
1391,25962.944253422174
1392,26062.94300979076
1393,26162.941766158765
1394,26262.940522526624
1395,26362.939278894628
1396,26462.938035263214
1397,26562.936791631946
1398,26662.935548000532
1399,26762.934304368682
1400,26862.933060736832
1401,26962.931817105564
1402,27062.930573474296
1403,27162.929329842882
1404,27262.92808621103
1405,27362.92684257918
1406,27462.925598947477
1407,10000.0
1408,10094.671511650085
1409,10188.256071805954
1410,10280.270121097565
1411,10369.886095523834
1412,10455.371317863464
1413,10533.400113582611
1414,10599.948012828827
1415,10650.273258686066
1416,10678.913910388947
1417,10680.41421175003
1418,10650.202400684357
1419,10594.778645038605
1420,10548.952372074127
1421,10524.41814661026
1422,10521.771605014801
1423,10544.270565509796
1424,10589.19631242752
1425,10651.534733772278
1426,10726.531360149384
1427,10809.529968500137
1428,10897.556147575378
1429,10989.250308275223
1430,11083.474457859993
1431,11179.315004348755
1432,11276.201765835285
1433,11373.839354664087
1434,11472.084760665894
1435,11570.806334614754
1436,11669.885625466704
1437,11769.230560585856
1438,11868.77214320004
1439,11968.452307991683
1440,12068.231796585023
1441,12168.083640821278
1442,12267.984908455983
1443,12367.919248337857
1444,12467.875365447253
1445,12567.846250019502
1446,12667.82693370129
1447,12767.814091776963
1448,12867.805540336994
1449,12967.799852126627
1450,13067.796059439715
1451,13167.793498622777
1452,13267.791726665455
1453,13367.790445638384
1454,13467.789456911341
1455,13567.788629479619
1456,13667.7878712261
1457,13767.787133342863
1458,13867.78638378717
1459,13967.785604454912
1460,14067.784785848999
1461,14167.783924146934
1462,14267.783019071503
1463,14367.782072462069
1464,14467.781087343974
1465,14567.780067299536
1466,14667.779016079076
1467,14767.777937378123
1468,14867.776834658725
1469,14967.775711104114
1470,15067.774569572139
1471,15167.773412598981
1472,15267.772242410356
1473,15367.771060947634
1474,15467.769869887343
1475,15567.768670672958
1476,15667.767464544231
1477,15767.766252558067
1478,15867.765035616248
1479,15967.763814484715
1480,16067.762589816339
1481,16167.761362161473
1482,16267.76013198738
1483,16367.758899689725
1484,16467.75766560044
1485,16567.756430003137
1486,16667.755193134435
1487,16767.753955194567
1488,16867.75271635408
1489,16967.751476753983
1490,17067.750236515203
1491,17167.74899573873
1492,17267.747754509983
1493,17367.74651289983
1494,17467.745270969826
1495,17567.74402877105
1496,17667.742786344243
1497,17767.741543726224
1498,17867.74030094799
1499,17967.73905803544
1500,18067.737815007058
1501,18167.73657188365
1502,18267.735328679046
1503,18367.73408540692
1504,18467.732842078185
1505,18567.731598701284
1506,18667.730355284075
1507,18767.72911183325
1508,18867.72786835594
1509,18967.726624852876
1510,19067.72538133002
1511,19167.724137789846
1512,19267.722894235703
1513,19367.721650668755
1514,19467.720407092056
1515,19567.71916350648
1516,19667.717919914212
1517,19767.71667631554
1518,19867.715432711775
1519,19967.71418910379
1520,20067.712945492312
1521,20167.711701877924
1522,20267.710458261063
1523,20367.709214642164
1524,20467.70797102152
1525,20567.706727399127
1526,20667.705483776008
1527,20767.704240152307
1528,20867.702996527005
1529,20967.70175290185
1530,21067.700509274073
1531,21167.69926564717
1532,21267.698022019395
1533,21367.69677839089
1534,21467.695534761515
1535,21567.694291131993
1536,21667.693047501743
1537,21767.691803871494
1538,21867.690560240953
1539,21967.68931660954
1540,22067.68807297798
1541,22167.686829346712
1542,22267.685585714862
1543,22367.684342083157
1544,22467.68309845189
1545,22567.681854820767
1546,22667.680611189353
1547,22767.679367558376
1548,22867.6781239274
1549,22967.676880295985
1550,23067.675636665008
1551,23167.674393033594
1552,23267.673149402617
1553,23367.67190577164
1554,23467.670662140663
1555,23567.669418509104
1556,23667.6681748774
1557,23767.66693124613
1558,23867.66568761501
1559,23967.664443983595
1560,24067.6632003516
1561,24167.661956719603
1562,24267.6607130879
1563,24367.659469455903
1564,24467.658225824343
1565,24567.656982192493
1566,24667.65573856108
1567,24767.654494929666
1568,24867.653251297816
1569,24967.652007665965
1570,25067.650764034697
1571,25167.649520403575
1572,25267.648276772015
1573,25367.647033140893
1574,25467.645789509916
1575,25567.644545878502
1576,25667.64330224738
1577,25767.642058615966
1578,25867.64081498499
1579,25967.63957135401
1580,26067.638327722598
1581,26167.63708409162
1582,26267.635840460644
1583,26367.634596829375
1584,26467.633353197525
1585,26567.63210956553
1586,26667.630865933534
1587,26767.62962230212
1588,26867.62837867085
1589,26967.627135039147
1590,27067.62589140788
1591,27167.62464777661
1592,27267.623404145197
1593,27367.6221605132
1594,27467.62091688106
1595,27567.61967324892
1596,27667.61842961736
1597,27767.617185985946
1598,27867.61594235424
1599,27967.614698722973
1600,28067.613455091705
1601,28167.61221146
1602,28267.610967828587
1603,28367.609724196736
1604,28467.608480565323
1605,28567.607236933618
1606,28667.60599330235
1607,28767.60474967108
1608,10000.0
1609,10051.028695106506
1610,10101.90523147583
1611,10149.359822273254
1612,10189.819836616516
1613,10219.825205802917
1614,10236.227841377258
1615,10236.434826850891
1616,10218.63890171051
1617,10208.676590919495
1618,10211.510224342346
1619,10227.537198066711
1620,10256.600604057312
1621,10297.959833145142
1622,10350.360722541809
1623,10412.260687351227
1624,10482.030775547028
1625,10558.12826871872
1626,10639.19138431549
1627,10724.072082042694
1628,10811.830693483353
1629,10901.710342168808
1630,10993.102486133575
1631,11085.510981678963
1632,11178.513869643211
1633,11271.724836826324
1634,11364.745155572891
1635,11457.09932923317
1636,11548.123848438263
1637,11636.72271490097
1638,11720.796622037888
1639,11796.893364191055
1640,11860.963195562363
1641,11908.183048963547
1642,11933.161848783493
1643,11930.748270750046
1644,11896.735218763351
1645,11836.001938581467
1646,11795.053528547287
1647,11774.964073896408
1648,11777.191990613937
1649,11804.725254774094
1650,11853.698900938034
1651,11919.078685045242
1652,11996.216541528702
1653,12080.588901042938
1654,12169.644701480865
1655,12262.083052396774
1656,12356.798726320267
1657,12452.942099869251
1658,12550.038493275642
1659,12647.844174653292
1660,12746.224109828472
1661,12845.047137886286
1662,12944.201913252473
1663,13043.603995963931
1664,13143.185403682292
1665,13242.894150465727
1666,13342.694468721747
1667,13442.560775335878
1668,13542.471779007465
1669,13642.412561094388
1670,13742.373000429943
1671,13842.34680181602
1672,13942.329370846273
1673,14042.317794474075
1674,14142.310083385673
1675,14242.304953866405
1676,14342.301526489027
1677,14442.299201192072
1678,14542.29757744557
1679,14642.296386359376
1680,14742.295448927325
1681,14842.294645263755
1682,14942.29389615939
1683,15042.293157665554
1684,15142.292401850864
1685,15242.291613157577
1686,15342.290783778808
1687,15442.289910965701
1688,15542.288995086274
1689,15642.288038363331
1690,15742.287044006953
1691,15842.286015674836
1692,15942.284957120064
1693,16042.283871988839
1694,16142.282763679978
1695,16242.281635292238
1696,16342.280489603072
1697,16442.279329066732
1698,16542.27815583683
1699,16642.276971781757
1700,16742.275778518015
1701,16842.274577434655
1702,16942.273369722243
1703,17042.272156394174
1704,17142.270938319125
1705,17242.269716230076
1706,17342.26849075305
1707,17442.267262415844
1708,17542.266031665786
1709,17642.264798883116
1710,17742.263564385357
1711,17842.26232844303
1712,17942.261091284454
1713,18042.25985310026
1714,18142.2586140543
1715,18242.257374281617
1716,18342.25613389761
1717,18442.254892999626
1718,18542.253651667997
1719,18642.252409971843
1720,18742.25116796966
1721,18842.249925708602
1722,18942.24868323072
1723,19042.247440569918
1724,19142.24619775574
1725,19242.244954811467
1726,19342.243711758783
1727,19442.242468614422
1728,19542.241225393373
1729,19642.23998210611
1730,19742.238738764427
1731,19842.237495376758
1732,19942.23625195038
1733,20042.23500849199
1734,20142.233765006968
1735,20242.23252149779
1736,20342.231277969404
1737,20442.2300344253
1738,20542.22879086723
1739,20642.22754729737
1740,20742.22630371849
1741,20842.225060131605
1742,20942.22381653788
1743,21042.222572937608
1744,21142.22132933326
1745,21242.220085724548
1746,21342.21884211205
1747,21442.21759849752
1748,21542.21635488022
1749,21642.215111260593
1750,21742.213867639948
1751,21842.21262401712
1752,21942.211380393564
1753,22042.21013676899
1754,22142.20889314369
1755,22242.207649517513
1756,22342.20640589032
1757,22442.20516226327
1758,22542.203918634914
1759,22642.202675006556
1760,22742.201431376307
1761,22842.200187747367
1762,22942.198944117845
1763,23042.197700487886
1764,23142.1964568572
1765,23242.195213226514
1766,23342.1939695951
1767,23442.192725963832
1768,23542.191482331982
1769,23642.190238699986
1770,23742.188995068427
1771,23842.18775143643
1772,23942.18650780458
1773,24042.18526417346
1774,24142.18402054248
1775,24242.182776911504
1776,24342.181533280527
1777,24442.180289648968
1778,24542.1790460177
1779,24642.177802385995
1780,24742.17655875458
1781,24842.17531512273
1782,24942.174071491172
1783,25042.172827859322
1784,25142.171584227908
1785,25242.170340596058
1786,25342.169096964644
1787,25442.16785333323
1788,25542.166609701526
1789,25642.165366070112
1790,25742.164122438262
1791,25842.16287880685
1792,25942.161635174998
1793,26042.160391543584
1794,26142.15914791217
1795,26242.15790428032
1796,26342.15666064847
1797,26442.155417017202
1798,26542.154173385934
1799,26642.152929754375
1800,26742.151686123252
1801,26842.15044249213
1802,26942.14919886086
1803,27042.14795522901
1804,27142.146711597015
1805,27242.145467965456
1806,27342.14422433346
1807,27442.1429807019
1808,27542.14173707005
1809,10000.0
1810,10018.905868530273
1811,10033.134098052979
1812,10040.799970626831
1813,10040.304899215698
1814,10040.233545303345
1815,10047.08155632019
1816,10061.337327957153
1817,10083.253636360168
1818,10112.81807422638
1819,10149.744834899902
1820,10193.492794036865
1821,10243.298377990723
1822,10298.230261802673
1823,10357.232751846313
1824,10419.172637462616
1825,10482.721383571625
1826,10545.53104877472
1827,10603.968858718872
1828,10654.125084877014
1829,10692.034783363342
1830,10713.951697349548
1831,10716.733813285828
1832,10698.01914691925
1833,10673.838057518005
1834,10664.602246284485
1835,10671.0005235672
1836,10692.979707717896
1837,10729.669170379639
1838,10779.467396736145
1839,10840.386531352997
1840,10910.320017337799
1841,10987.361469268799
1842,11069.997400045395
1843,11157.302590608597
1844,11248.549023270607
1845,11342.615727186203
1846,11438.604760169983
1847,11535.834282040596
1848,11633.869878053665
1849,11732.49520599842
1850,11831.540578305721
1851,11930.878718197346
1852,12030.412524528801
1853,12130.083274580538
1854,12229.850571695715
1855,12329.684418719262
1856,12429.56563915126
1857,12529.479818539694
1858,12629.417437836528
1859,12729.371741679497
1860,12829.337929657195
1861,12929.312703858595
1862,13029.293636055663
1863,13129.279110904317
1864,13229.267893163487
1865,13329.25910717051
1866,13429.252115482814
1867,13529.246454290696
1868,13629.241791056702
1869,13729.23788103828
1870,13829.234543514904
1871,13929.2316442437
1872,14029.2290829189
1873,14129.226784112398
1874,14229.224690721749
1875,14329.222759209952
1876,14429.220956191712
1877,14529.219255781209
1878,14629.217637648544
1879,14729.216085868538
1880,14829.214587890747
1881,14929.21313374769
1882,15029.211715471174
1883,15129.210326651519
1884,15229.208962106059
1885,15329.207617624925
1886,15429.206289768044
1887,15529.204975716711
1888,15629.20367315397
1889,15729.202380164643
1890,15829.201095166354
1891,15929.19981684332
1892,16029.198544105166
1893,16129.197276044288
1894,16229.196011900203
1895,16329.194751041941
1896,16429.19349293632
1897,16529.192237142997
1898,16629.1909832909
1899,16729.18973106949
1900,16829.18848021698
1901,16929.187230514508
1902,17029.18598177901
1903,17129.18473385609
1904,17229.183486616967
1905,17329.182239950896
1906,17429.180993768096
1907,17529.17974799071
1908,17629.178502554132
1909,17729.177257405536
1910,17829.176012497483
1911,17929.17476779374
1912,18029.173523259815
1913,18129.172278870974
1914,18229.171034601313
1915,18329.169790433807
1916,18429.16854635172
1917,18529.167302340356
1918,18629.166058389965
1919,18729.16481449036
1920,18829.16357063281
1921,18929.16232681222
1922,19029.16108302161
1923,19129.15983925559
1924,19229.158595512563
1925,19329.157351787435
1926,19429.156108076713
1927,19529.15486437836
1928,19629.153620690486
1929,19729.152377011924
1930,19829.151133340783
1931,19929.14988967532
1932,20029.148646016984
1933,20129.14740236214
1934,20229.146158711956
1935,20329.144915064826
1936,20429.143671420898
1937,20529.142427779007
1938,20629.141184139444
1939,20729.139940501336
1940,20829.13869686483
1941,20929.137453230796
1942,21029.136209596618
1943,21129.134965963458
1944,21229.133722330444
1945,21329.13247869874
1946,21429.131235066598
1947,21529.129991434893
1948,21629.128747803334
1949,21729.127504171483
1950,21829.12626054007
1951,21929.125016908656
1952,22029.123773276806
1953,22129.122529644956
1954,22229.121286013542
1955,22329.120042382274
1956,22429.118798750715
1957,22529.117555119446
1958,22629.11631148818
1959,22729.115067856765
1960,22829.11382422477
1961,22929.112580592628
1962,23029.111336960486
1963,23129.110093328927
1964,23229.108849697514
1965,23329.107606065663
1966,23429.10636243425
1967,23529.105118802836
1968,23629.103875170986
1969,23729.102631539135
1970,23829.10138790772
1971,23929.100144276454
1972,24029.09890064504
1973,24129.097657013044
1974,24229.09641338105
1975,24329.0951697492
1976,24429.093926118076
1977,24529.0926824871
1978,24629.09143885612
1979,24729.090195225144
1980,24829.088951593585
1981,24929.087707962317
1982,25029.086464330903
1983,25129.085220698908
1984,25229.083977066766
1985,25329.082733434625
1986,25429.081489803066
1987,25529.080246171507
1988,25629.079002539656
1989,25729.077758908243
1990,25829.07651527683
1991,25929.07527164498
1992,26029.07402801313
1993,26129.072784381715
1994,26229.071540750447
1995,26329.070297119033
1996,26429.069053487037
1997,26529.06780985504
1998,26629.06656622319
1999,26729.065322591923
2000,26829.064078960946
2001,26929.06283532997
2002,27029.061591698555
2003,27129.060348067578
2004,27229.0591044366
2005,27329.05786080548
2006,27429.056617173774
2007,27529.055373541923
2008,27629.054129910364
2009,27729.052886278514
