portfolio_delta,portfolio_pct_change,portfolio_reward,position_bonus,action_penalty,total_reward
-19866.371715,-0.001,-0.1,0.095,0.01,-0.015
2812.135774,0.000457,0.046,0.013,0.01,0.049
-3431.589925,-0.000557,-0.056,0.042,0.01,-0.023
-3587.083479,-0.000582,-0.058,0.031,0.01,-0.038
-1089.909598,-0.000177,-0.018,0.0,0.0,-0.018
-4621.541221,-0.000749,-0.075,0.062,0.01,-0.023
-7426.312341,-0.001,-0.1,0.085,0.01,-0.025
-3244.092569,-0.000525,-0.053,0.1,0.01,0.037
-13421.717606,-0.001,-0.1,0.1,0.01,-0.01
-8526.013814,-0.001,-0.1,0.1,0.01,-0.01
-19418.284103,-0.001,-0.1,0.1,0.01,-0.01
-8845.39026,-0.001,-0.1,0.1,0.01,-0.01
-11940.697312,-0.001,-0.1,0.09,0.01,-0.02
-12634.59584,-0.001,-0.1,0.0,0.0,-0.1
-2889.904389,-0.000462,-0.046,0.038,0.01,-0.018
-9872.657982,-0.001,-0.1,0.1,0.01,-0.01
-11541.20758,-0.001,-0.1,0.086,0.01,-0.024
-46.890715,-7e-06,-0.001,0.011,0.01,0.001
-9541.41267,-0.001,-0.1,0.1,0.01,-0.01
-2355.181829,-0.000374,-0.037,0.0,0.0,-0.037
-1213.503434,-0.000193,-0.019,0.016,0.01,-0.013
-8207.522164,-0.001,-0.1,0.087,0.01,-0.023
-3671.865725,-0.000583,-0.058,0.03,0.01,-0.038
-3019.493221,-0.000479,-0.048,0.057,0.01,-0.001
-8760.052153,-0.001,-0.1,0.1,0.01,-0.01
-10220.343645,-0.001,-0.1,0.045,0.01,-0.065
-7066.361098,-0.001,-0.1,0.081,0.01,-0.029
-16222.756791,-0.001,-0.1,0.1,0.01,-0.01
-8486.912533,-0.001,-0.1,0.1,0.01,-0.01
-10899.125369,-0.001,-0.1,0.043,0.01,-0.067
-7450.009715,-0.001,-0.1,0.1,0.01,-0.01
-4744.434994,-0.000744,-0.074,0.074,0.01,-0.011
-190.881245,-3e-05,-0.003,0.021,0.01,0.008
-9389.535471,-0.001,-0.1,0.1,0.01,-0.01
-7217.20389,-0.001,-0.1,0.017,0.01,-0.093
-3050.728223,-0.000477,-0.048,0.03,0.01,-0.027
-3987.073416,-0.000623,-0.062,0.056,0.01,-0.016
-4266.457332,-0.000666,-0.067,0.049,0.01,-0.027
-1575.920744,-0.000246,-0.025,0.0,0.0,-0.025
-7615.322298,-0.001,-0.1,0.1,0.01,-0.01
-145.982722,-2.3e-05,-0.002,0.1,0.01,0.088
-19208.475307,-0.001,-0.1,0.1,0.01,-0.01
-6537.307014,-0.001,-0.1,0.032,0.01,-0.078
-9318.002397,-0.001,-0.1,0.1,0.01,-0.01
1119.058642,0.000173,0.017,0.009,0.01,0.017
-121.816953,-1.9e-05,-0.002,0.0,0.0,-0.002
-952.051093,-0.000148,-0.015,0.012,0.01,-0.012
-6600.318722,-0.001,-0.1,0.096,0.01,-0.014
-8514.688095,-0.001,-0.1,0.028,0.01,-0.082
-2730.55261,-0.000422,-0.042,0.021,0.01,-0.031
-1898.196057,-0.000293,-0.029,0.014,0.01,-0.025
-3626.117032,-0.00056,-0.056,0.053,0.01,-0.013
-10606.81888,-0.001,-0.1,0.1,0.01,-0.01
-14195.673261,-0.001,-0.1,0.1,0.01,-0.01
-9668.896901,-0.001,-0.1,0.1,0.01,-0.01
-13734.813038,-0.001,-0.1,0.1,0.01,-0.01
-9727.996007,-0.001,-0.1,0.03,0.01,-0.08
-8923.226349,-0.001,-0.1,0.1,0.01,-0.01
-7031.795751,-0.001,-0.1,0.097,0.01,-0.013
-7527.053098,-0.001,-0.1,0.1,0.01,-0.01
-8701.250384,-0.001,-0.1,0.038,0.01,-0.072
-8239.404981,-0.001,-0.1,0.1,0.01,-0.01
-18890.206682,-0.001,-0.1,0.1,0.01,-0.01
-15881.596255,-0.001,-0.1,0.039,0.01,-0.071
-2929.29706,-0.000443,-0.044,0.027,0.01,-0.028
-3263.838568,-0.000493,-0.049,0.031,0.01,-0.028
-6765.416875,-0.001,-0.1,0.1,0.01,-0.01
-8927.84194,-0.001,-0.1,0.045,0.01,-0.065
-2324.664694,-0.00035,-0.035,0.017,0.01,-0.028
-2591.935412,-0.000391,-0.039,0.044,0.01,-0.005
-13132.823969,-0.001,-0.1,0.1,0.01,-0.01
-23989.110468,-0.001,-0.1,0.1,0.01,-0.01
-12592.114745,-0.001,-0.1,0.069,0.01,-0.041
-5907.270074,-0.000883,-0.088,0.054,0.01,-0.044
-11205.071659,-0.001,-0.1,0.073,0.01,-0.037
-14002.968514,-0.001,-0.1,0.1,0.01,-0.01
-5204.272494,-0.000774,-0.077,0.018,0.01,-0.07
-8042.87306,-0.001,-0.1,0.1,0.01,-0.01
-16748.134936,-0.001,-0.1,0.067,0.01,-0.043
-8084.245309,-0.001,-0.1,0.1,0.01,-0.01
-8085.301634,-0.001,-0.1,0.082,0.01,-0.028
-11428.340159,-0.001,-0.1,0.1,0.01,-0.01
-18764.288818,-0.001,-0.1,0.055,0.01,-0.055
-7731.203062,-0.001,-0.1,0.025,0.01,-0.085
-10733.996738,-0.001,-0.1,0.099,0.01,-0.011
-9190.338525,-0.001,-0.1,0.1,0.01,-0.01
-5322.280851,-0.00078,-0.078,0.0,0.0,-0.078
-2831.982898,-0.000415,-0.041,0.037,0.01,-0.014
-8628.167356,-0.001,-0.1,0.094,0.01,-0.016
-4209.770122,-0.000615,-0.062,0.014,0.01,-0.057
-6359.601444,-0.000929,-0.093,0.062,0.01,-0.041
-4250.025128,-0.00062,-0.062,0.074,0.01,0.002
-4867.145973,-0.00071,-0.071,0.01,0.01,-0.07
-7587.910672,-0.001,-0.1,0.1,0.01,-0.01
1747.306588,0.000255,0.025,0.1,0.01,0.115
-10423.867803,-0.001,-0.1,0.1,0.01,-0.01
-10288.80437,-0.001,-0.1,0.03,0.01,-0.08
-7012.174037,-0.001,-0.1,0.081,0.01,-0.029
-9136.295372,-0.001,-0.1,0.1,0.01,-0.01
-12652.342648,-0.001,-0.1,0.01,0.01,-0.1
-1447.711503,-0.000209,-0.021,0.011,0.01,-0.02
-8442.308801,-0.001,-0.1,0.097,0.01,-0.013
-7464.277005,-0.001,-0.1,0.027,0.01,-0.083
-11021.473343,-0.001,-0.1,0.1,0.01,-0.01
-14035.666198,-0.001,-0.1,0.071,0.01,-0.039
-11173.020847,-0.001,-0.1,0.013,0.01,-0.097
-5591.476642,-0.000802,-0.08,0.064,0.01,-0.026
-6262.049646,-0.000897,-0.09,0.1,0.01,0.0
-5784.872496,-0.000828,-0.083,0.0,0.0,-0.083
-1853.815822,-0.000265,-0.027,0.024,0.01,-0.012
-6154.424757,-0.00088,-0.088,0.077,0.01,-0.021
-9068.113863,-0.001,-0.1,0.1,0.01,-0.01
-9034.974395,-0.001,-0.1,0.021,0.01,-0.089
-3126.950687,-0.000446,-0.045,0.0,0.0,-0.045
-4017.180212,-0.000573,-0.057,0.052,0.01,-0.015
-16810.812706,-0.001,-0.1,0.1,0.01,-0.01
-20800.398565,-0.001,-0.1,0.1,0.01,-0.01
-16610.200066,-0.001,-0.1,0.1,0.01,-0.01
-4237.917365,-0.000599,-0.06,0.041,0.01,-0.029
-5180.838897,-0.000732,-0.073,0.029,0.01,-0.055
-6804.204894,-0.00096,-0.096,0.051,0.01,-0.055
-6329.118246,-0.000892,-0.089,0.047,0.01,-0.052
-3404.059329,-0.00048,-0.048,0.013,0.01,-0.045
108.777356,1.5e-05,0.002,0.0,0.0,0.002
-4229.82384,-0.000596,-0.06,0.055,0.01,-0.014
-348.181936,-4.9e-05,-0.005,0.0,0.0,-0.005
-7653.600214,-0.001,-0.1,0.1,0.01,-0.01
-9515.706916,-0.001,-0.1,0.06,0.01,-0.05
-11319.198587,-0.001,-0.1,0.1,0.01,-0.01
1931.3698,0.000271,0.027,0.044,0.01,0.062
-8976.188089,-0.001,-0.1,0.095,0.01,-0.015
-8044.456561,-0.001,-0.1,0.085,0.01,-0.025
-14570.740875,-0.001,-0.1,0.077,0.01,-0.033
-10443.961801,-0.001,-0.1,0.1,0.01,-0.01
-16530.07899,-0.001,-0.1,0.03,0.01,-0.08
-5302.380748,-0.000737,-0.074,0.062,0.01,-0.022
-5851.386477,-0.000813,-0.081,0.012,0.01,-0.08
-7892.653672,-0.001,-0.1,0.1,0.01,-0.01
7388445.205525,0.001,0.1,0.073,0.01,0.163
-6010.860605,-0.001,-0.1,0.0,0.0,-0.1
0.0,0.0,0.0,0.0,0.0,0.0
-5700.654478,-0.001,-0.1,0.076,0.01,-0.034
-10424.927688,-0.001,-0.1,0.1,0.01,-0.01
2892.684972,0.001,0.1,0.0,0.0,0.1
-7171.394283,-0.001,-0.1,0.095,0.01,-0.015
-10063.345946,-0.001,-0.1,0.1,0.01,-0.01
-4053.28225,-0.001,-0.1,0.023,0.01,-0.087
-3505.156907,-0.001,-0.1,0.038,0.01,-0.072
-5698.617986,-0.001,-0.1,0.062,0.01,-0.048
-10589.573852,-0.001,-0.1,0.089,0.01,-0.021
620.746279,0.001,0.1,0.046,0.01,0.136
-2904.981124,-0.001,-0.1,0.061,0.01,-0.049
-9575.156318,-0.001,-0.1,0.064,0.01,-0.046
-13919.628523,-0.001,-0.1,0.1,0.01,-0.01
-10909.180371,-0.001,-0.1,0.1,0.01,-0.01
4532.817229,0.001,0.1,0.1,0.01,0.19
733.298928,0.001,0.1,0.018,0.01,0.108
-6540.825367,-0.001,-0.1,0.058,0.01,-0.052
-9521.178462,-0.001,-0.1,0.08,0.01,-0.03
-8313.054699,-0.001,-0.1,0.054,0.01,-0.056
-10856.660806,-0.001,-0.1,0.057,0.01,-0.053
-8210.517655,-0.001,-0.1,0.051,0.01,-0.059
-3897.792419,-0.001,-0.1,0.015,0.01,-0.095
-9010.847556,-0.001,-0.1,0.1,0.01,-0.01
-7887.506499,-0.001,-0.1,0.014,0.01,-0.096
-4548.944736,-0.001,-0.1,0.046,0.01,-0.064
-9077.785418,-0.001,-0.1,0.1,0.01,-0.01
-2990.077562,-0.001,-0.1,0.1,0.01,-0.01
-2343.913768,-0.001,-0.1,0.088,0.01,-0.022
-5533.674924,-0.001,-0.1,0.016,0.01,-0.094
-9115.570541,-0.001,-0.1,0.1,0.01,-0.01
-14134.680862,-0.001,-0.1,0.068,0.01,-0.042
-6703.668963,-0.001,-0.1,0.1,0.01,-0.01
-9754.577061,-0.001,-0.1,0.078,0.01,-0.032
-13988.16535,-0.001,-0.1,0.034,0.01,-0.076
-2098.450274,-0.001,-0.1,0.036,0.01,-0.074
-5200.184658,-0.001,-0.1,0.051,0.01,-0.059
-3704.476899,-0.001,-0.1,0.041,0.01,-0.069
-4342.200943,-0.001,-0.1,0.036,0.01,-0.074
-7284.701867,-0.001,-0.1,0.071,0.01,-0.039
-8913.167803,-0.001,-0.1,0.087,0.01,-0.023
-2079.186891,-0.001,-0.1,0.056,0.01,-0.054
-11470.464673,-0.001,-0.1,0.091,0.01,-0.019
-6545.365181,-0.001,-0.1,0.0,0.0,-0.1
-5418.25045,-0.001,-0.1,0.073,0.01,-0.037
