portfolio_delta,portfolio_pct_change,portfolio_reward,position_bonus,action_penalty,total_reward
-8121.794622,-0.001,-0.1,0.068,0.01,-0.042
-10815.91824,-0.001,-0.1,0.024,0.01,-0.086
-5314.520624,-0.000802,-0.08,0.054,0.01,-0.036
-8012.658241,-0.001,-0.1,0.048,0.01,-0.062
-5511.278928,-0.00083,-0.083,0.1,0.01,0.007
-7412.816006,-0.001,-0.1,0.1,0.01,-0.01
-11240.045629,-0.001,-0.1,0.1,0.01,-0.01
-7483.228238,-0.001,-0.1,0.06,0.01,-0.05
-5934.127633,-0.00089,-0.089,0.058,0.01,-0.041
-7574.83294,-0.001,-0.1,0.1,0.01,-0.01
-16358.532959,-0.001,-0.1,0.1,0.01,-0.01
1243.073778,0.000186,0.019,0.1,0.01,0.109
-10152.867932,-0.001,-0.1,0.029,0.01,-0.081
-7229.21679,-0.001,-0.1,0.1,0.01,-0.01
-1791.45084,-0.000267,-0.027,0.015,0.01,-0.022
-3932.527809,-0.000585,-0.059,0.035,0.01,-0.033
-2860.333304,-0.000426,-0.043,0.016,0.01,-0.036
-6959.343088,-0.001,-0.1,0.1,0.01,-0.01
-14835.15639,-0.001,-0.1,0.056,0.01,-0.054
-14818.024031,-0.001,-0.1,0.1,0.01,-0.01
-6733.927384,-0.000996,-0.1,0.068,0.01,-0.042
-4653.529017,-0.000688,-0.069,0.014,0.01,-0.065
-8165.554265,-0.001,-0.1,0.1,0.01,-0.01
1228.245126,0.000181,0.018,0.1,0.01,0.108
-6884.075134,-0.001,-0.1,0.0,0.0,-0.1
-3191.493823,-0.00047,-0.047,0.042,0.01,-0.015
-2712.108918,-0.0004,-0.04,0.048,0.01,-0.002
-7765.117157,-0.001,-0.1,0.067,0.01,-0.043
-12495.572238,-0.001,-0.1,0.069,0.01,-0.041
-11476.938149,-0.001,-0.1,0.089,0.01,-0.021
-4418.784457,-0.000648,-0.065,0.026,0.01,-0.049
-1196.81534,-0.000175,-0.018,0.008,0.01,-0.019
-5068.718858,-0.000742,-0.074,0.063,0.01,-0.021
-6615.410575,-0.000968,-0.097,0.071,0.01,-0.035
-15255.465929,-0.001,-0.1,0.088,0.01,-0.022
-11664.171893,-0.001,-0.1,0.082,0.01,-0.028
-6176.928656,-0.000899,-0.09,0.065,0.01,-0.035
-7908.325016,-0.001,-0.1,0.064,0.01,-0.046
-314.087754,-4.6e-05,-0.005,0.023,0.01,0.008
-8062.020019,-0.001,-0.1,0.1,0.01,-0.01
-21425.096382,-0.001,-0.1,0.092,0.01,-0.018
-6120.262975,-0.000885,-0.089,0.016,0.01,-0.083
-8908.824781,-0.001,-0.1,0.09,0.01,-0.02
-5154.17623,-0.000744,-0.074,0.015,0.01,-0.07
-7929.487827,-0.001,-0.1,0.1,0.01,-0.01
-8511.644727,-0.001,-0.1,0.1,0.01,-0.01
3347.209473,0.000482,0.048,0.1,0.01,0.138
-10082.523715,-0.001,-0.1,0.094,0.01,-0.016
-21617.919008,-0.001,-0.1,0.1,0.01,-0.01
-11031.354535,-0.001,-0.1,0.047,0.01,-0.063
154.585739,2.2e-05,0.002,0.043,0.01,0.035
-6683.098346,-0.000956,-0.096,0.014,0.01,-0.092
-6015.684829,-0.00086,-0.086,0.063,0.01,-0.033
-13356.689703,-0.001,-0.1,0.1,0.01,-0.01
-5138.839394,-0.000733,-0.073,0.029,0.01,-0.054
-7693.537047,-0.001,-0.1,0.1,0.01,-0.01
-12381.298502,-0.001,-0.1,0.092,0.01,-0.018
-9798.443962,-0.001,-0.1,0.067,0.01,-0.043
-3314.740358,-0.00047,-0.047,0.051,0.01,-0.007
-6441.468448,-0.000913,-0.091,0.0,0.0,-0.091
0.0,0.0,0.0,0.0,0.0,0.0
-3963.525239,-0.000562,-0.056,0.052,0.01,-0.014
-10363.072942,-0.001,-0.1,0.1,0.01,-0.01
-8818.276447,-0.001,-0.1,0.035,0.01,-0.075
-544.52036,-7.7e-05,-0.008,0.031,0.01,0.014
-4654.308824,-0.000657,-0.066,0.035,0.01,-0.041
-5793.09743,-0.000817,-0.082,0.037,0.01,-0.055
-3236.250522,-0.000456,-0.046,0.043,0.01,-0.013
-10384.437542,-0.001,-0.1,0.1,0.01,-0.01
-16716.491052,-0.001,-0.1,0.033,0.01,-0.077
-3571.476626,-0.000501,-0.05,0.011,0.01,-0.049
-2515.775357,-0.000353,-0.035,0.021,0.01,-0.024
-8273.536986,-0.001,-0.1,0.086,0.01,-0.024
7316513.535652,0.001,0.1,0.04,0.01,0.13
-3311.823025,-0.001,-0.1,0.0,0.0,-0.1
-7517.753635,-0.001,-0.1,0.1,0.01,-0.01
-8916.064943,-0.001,-0.1,0.036,0.01,-0.074
-9762.416156,-0.001,-0.1,0.1,0.01,-0.01
-4628.39943,-0.001,-0.1,0.1,0.01,-0.01
-12995.818493,-0.001,-0.1,0.055,0.01,-0.055
-1458.846375,-0.001,-0.1,0.0,0.0,-0.1
-7527.404531,-0.001,-0.1,0.1,0.01,-0.01
-9486.736026,-0.001,-0.1,0.09,0.01,-0.02
-7762.351066,-0.001,-0.1,0.071,0.01,-0.039
-7604.706207,-0.001,-0.1,0.065,0.01,-0.045
1033.425499,0.001,0.1,0.026,0.01,0.116
-3717.093701,-0.001,-0.1,0.062,0.01,-0.048
-1360.53331,-0.001,-0.1,0.0,0.0,-0.1
-7488.078516,-0.001,-0.1,0.1,0.01,-0.01
-6187.930703,-0.001,-0.1,0.037,0.01,-0.073
-830.089121,-0.001,-0.1,0.009,0.01,-0.101
-4892.506934,-0.001,-0.1,0.051,0.01,-0.059
-6299.655139,-0.001,-0.1,0.1,0.01,-0.01
-12700.174321,-0.001,-0.1,0.088,0.01,-0.022
-12172.931941,-0.001,-0.1,0.1,0.01,-0.01
-13564.825308,-0.001,-0.1,0.02,0.01,-0.09
-8990.822437,-0.001,-0.1,0.1,0.01,-0.01
-6109.313064,-0.001,-0.1,0.023,0.01,-0.087
-7284.520469,-0.001,-0.1,0.1,0.01,-0.01
-8606.5036,-0.001,-0.1,0.024,0.01,-0.086
-3269.899137,-0.001,-0.1,0.038,0.01,-0.072
-8773.851935,-0.001,-0.1,0.1,0.01,-0.01
-3236.569099,-0.001,-0.1,0.017,0.01,-0.093
-855.618377,-0.001,-0.1,0.021,0.01,-0.089
-3643.052589,-0.001,-0.1,0.035,0.01,-0.075
101.221003,0.001,0.1,0.0,0.0,0.1
-3148.132259,-0.001,-0.1,0.042,0.01,-0.068
-12111.709903,-0.001,-0.1,0.1,0.01,-0.01
-3931.579492,-0.001,-0.1,0.0,0.0,-0.1
-7441.763099,-0.001,-0.1,0.1,0.01,-0.01
-18967.029404,-0.001,-0.1,0.1,0.01,-0.01
-10834.172777,-0.001,-0.1,0.066,0.01,-0.044
-2210.211026,-0.001,-0.1,0.018,0.01,-0.092
-8497.053662,-0.001,-0.1,0.1,0.01,-0.01
-12965.56493,-0.001,-0.1,0.1,0.01,-0.01
-3463.526396,-0.001,-0.1,0.0,0.0,-0.1
-6645.988411,-0.001,-0.1,0.089,0.01,-0.021
-8238.20407,-0.001,-0.1,0.008,0.01,-0.102
-7641.463449,-0.001,-0.1,0.1,0.01,-0.01
5225.548655,0.001,0.1,0.1,0.01,0.19
-10672.43362,-0.001,-0.1,0.1,0.01,-0.01
2911.660192,0.001,0.1,0.012,0.01,0.102
-3615.108053,-0.001,-0.1,0.043,0.01,-0.067
-8734.188577,-0.001,-0.1,0.1,0.01,-0.01
-13313.394477,-0.001,-0.1,0.068,0.01,-0.042
-8712.699983,-0.001,-0.1,0.1,0.01,-0.01
-5093.916297,-0.001,-0.1,0.1,0.01,-0.01
-16984.58405,-0.001,-0.1,0.1,0.01,-0.01
-11963.238481,-0.001,-0.1,0.039,0.01,-0.071
-8732.754081,-0.001,-0.1,0.1,0.01,-0.01
-14006.518035,-0.001,-0.1,0.1,0.01,-0.01
-7550.165584,-0.001,-0.1,0.1,0.01,-0.01
-5825.176504,-0.001,-0.1,0.044,0.01,-0.066
-3061.263566,-0.001,-0.1,0.017,0.01,-0.093
-1547.259687,-0.001,-0.1,0.022,0.01,-0.088
-5424.10807,-0.001,-0.1,0.076,0.01,-0.034
-6820.468365,-0.001,-0.1,0.0,0.0,-0.1
-7423.376694,-0.001,-0.1,0.1,0.01,-0.01
-12721.061097,-0.001,-0.1,0.1,0.01,-0.01
-11797.930629,-0.001,-0.1,0.025,0.01,-0.085
-3176.322743,-0.001,-0.1,0.02,0.01,-0.09
-4860.189404,-0.001,-0.1,0.044,0.01,-0.066
-6377.974598,-0.001,-0.1,0.046,0.01,-0.064
-10962.491045,-0.001,-0.1,0.069,0.01,-0.041
-11005.81339,-0.001,-0.1,0.1,0.01,-0.01
-3930.867553,-0.001,-0.1,0.09,0.01,-0.02
35.636058,0.000112,0.011,0.097,0.01,0.099
-10331.783884,-0.001,-0.1,0.021,0.01,-0.089
-8552.015657,-0.001,-0.1,0.1,0.01,-0.01
-8324.905439,-0.001,-0.1,0.025,0.01,-0.085
-8575.297149,-0.001,-0.1,0.1,0.01,-0.01
9854.212789,0.001,0.1,0.1,0.01,0.19
-4960.718717,-0.001,-0.1,0.015,0.01,-0.095
-2206.296357,-0.001,-0.1,0.023,0.01,-0.087
-5675.881984,-0.001,-0.1,0.038,0.01,-0.072
-3728.226803,-0.001,-0.1,0.038,0.01,-0.072
-9823.835968,-0.001,-0.1,0.086,0.01,-0.024
-9548.406794,-0.001,-0.1,0.1,0.01,-0.01
-10783.625528,-0.001,-0.1,0.018,0.01,-0.092
-1155.438313,-0.001,-0.1,0.0,0.0,-0.1
0.0,0.0,0.0,0.0,0.0,0.0
-7427.1407,-0.001,-0.1,0.1,0.01,-0.01
-480.832689,-0.001,-0.1,0.1,0.01,-0.01
-17196.612362,-0.001,-0.1,0.1,0.01,-0.01
-14025.072027,-0.001,-0.1,0.075,0.01,-0.035
-11757.944978,-0.001,-0.1,0.092,0.01,-0.018
-10184.997229,-0.001,-0.1,0.1,0.01,-0.01
-1850.737845,-0.001,-0.1,0.056,0.01,-0.054
-11011.298609,-0.001,-0.1,0.1,0.01,-0.01
-7157.353268,-0.001,-0.1,0.047,0.01,-0.063
-8884.894831,-0.001,-0.1,0.088,0.01,-0.022
-4267.94126,-0.001,-0.1,0.013,0.01,-0.097
-4426.074286,-0.001,-0.1,0.039,0.01,-0.071
-7729.336309,-0.001,-0.1,0.067,0.01,-0.043
-6801.717668,-0.001,-0.1,0.032,0.01,-0.078
-310.635974,-0.000614,-0.061,0.0,0.0,-0.061
-835.77281,-0.001,-0.1,0.011,0.01,-0.099
-7536.248521,-0.001,-0.1,0.091,0.01,-0.019
-3429.65591,-0.001,-0.1,0.1,0.01,-0.01
-12216.471398,-0.001,-0.1,0.086,0.01,-0.024
-5486.518691,-0.001,-0.1,0.031,0.01,-0.079
-9073.439007,-0.001,-0.1,0.1,0.01,-0.01
-17940.352347,-0.001,-0.1,0.048,0.01,-0.062
-6141.961919,-0.001,-0.1,0.05,0.01,-0.06
-7278.631359,-0.001,-0.1,0.063,0.01,-0.047
-2900.222758,-0.001,-0.1,0.1,0.01,-0.01
-11052.111165,-0.001,-0.1,0.095,0.01,-0.015
-13550.421227,-0.001,-0.1,0.1,0.01,-0.01
-5816.688872,-0.001,-0.1,0.009,0.01,-0.101
-7687.698401,-0.001,-0.1,0.09,0.01,-0.02
-6144.713205,-0.001,-0.1,0.091,0.01,-0.019
-7953.920718,-0.001,-0.1,0.092,0.01,-0.018
-8383.254362,-0.001,-0.1,0.1,0.01,-0.01
4505.038296,0.001,0.1,0.1,0.01,0.19
-17608.116091,-0.001,-0.1,0.077,0.01,-0.033
-10207.62388,-0.001,-0.1,0.014,0.01,-0.096
-4929.236245,-0.001,-0.1,0.062,0.01,-0.048
-1383.377293,-0.001,-0.1,0.068,0.01,-0.042
-14030.804604,-0.001,-0.1,0.099,0.01,-0.011
-11522.118333,-0.001,-0.1,0.052,0.01,-0.058
-3866.890831,-0.001,-0.1,0.021,0.01,-0.089
-7943.28066,-0.001,-0.1,0.1,0.01,-0.01
-7681.123021,-0.001,-0.1,0.1,0.01,-0.01
-9584.007375,-0.001,-0.1,0.067,0.01,-0.043
-13545.352715,-0.001,-0.1,0.09,0.01,-0.02
-9772.829829,-0.001,-0.1,0.1,0.01,-0.01
-4544.88567,-0.001,-0.1,0.1,0.01,-0.01
-4708.696977,-0.001,-0.1,0.1,0.01,-0.01
-4595.617319,-0.001,-0.1,0.048,0.01,-0.062
-3459.691009,-0.001,-0.1,0.025,0.01,-0.085
-9672.192558,-0.001,-0.1,0.1,0.01,-0.01
6086.439285,0.001,0.1,0.1,0.01,0.19
-12583.815956,-0.001,-0.1,0.088,0.01,-0.022
-17460.256657,-0.001,-0.1,0.1,0.01,-0.01
-18041.126239,-0.001,-0.1,0.07,0.01,-0.04
-7043.322131,-0.001,-0.1,0.04,0.01,-0.07
-8880.216843,-0.001,-0.1,0.1,0.01,-0.01
-2228.275476,-0.001,-0.1,0.015,0.01,-0.095
-9118.216875,-0.001,-0.1,0.1,0.01,-0.01
-17126.417685,-0.001,-0.1,0.077,0.01,-0.033
-11795.91282,-0.001,-0.1,0.082,0.01,-0.028
-12622.689549,-0.001,-0.1,0.1,0.01,-0.01
-13581.58945,-0.001,-0.1,0.1,0.01,-0.01
-10634.08562,-0.001,-0.1,0.1,0.01,-0.01
-6557.814113,-0.001,-0.1,0.067,0.01,-0.043
-5621.535924,-0.001,-0.1,0.041,0.01,-0.069
-8857.543028,-0.001,-0.1,0.1,0.01,-0.01
-15861.293639,-0.001,-0.1,0.1,0.01,-0.01
-15786.438331,-0.001,-0.1,0.022,0.01,-0.088
-7793.073191,-0.001,-0.1,0.097,0.01,-0.013
-6486.012549,-0.001,-0.1,0.1,0.01,-0.01
3243.482744,0.001,0.1,0.1,0.01,0.19
-17162.253736,-0.001,-0.1,0.1,0.01,-0.01
-13602.289314,-0.001,-0.1,0.064,0.01,-0.046
-12263.199168,-0.001,-0.1,0.073,0.01,-0.037
-641.490033,-0.000631,-0.063,0.0,0.0,-0.063
-1195.699951,-0.001,-0.1,0.016,0.01,-0.094
-1391.33165,-0.001,-0.1,0.012,0.01,-0.098
-7457.133552,-0.001,-0.1,0.099,0.01,-0.011
-21646.976621,-0.001,-0.1,0.1,0.01,-0.01
-11159.845113,-0.001,-0.1,0.1,0.01,-0.01
-8662.520141,-0.001,-0.1,0.0,0.0,-0.1
-4138.555405,-0.001,-0.1,0.056,0.01,-0.054
-12429.998016,-0.001,-0.1,0.1,0.01,-0.01
-4568.891015,-0.001,-0.1,0.0,0.0,-0.1
-4482.610289,-0.001,-0.1,0.06,0.01,-0.05
-8633.370574,-0.001,-0.1,0.087,0.01,-0.023
-1348.952216,-0.001,-0.1,0.008,0.01,-0.102
-1025.883063,-0.000929,-0.093,0.008,0.01,-0.095
-2136.390667,-0.001,-0.1,0.031,0.01,-0.079
-8587.026775,-0.001,-0.1,0.1,0.01,-0.01
3476.041994,0.001,0.1,0.068,0.01,0.158
-7335.567611,-0.001,-0.1,0.025,0.01,-0.085
-176.094541,-0.000157,-0.016,0.0,0.0,-0.016
-1640.238064,-0.001,-0.1,0.022,0.01,-0.088
-9084.35496,-0.001,-0.1,0.1,0.01,-0.01
-7547.56734,-0.001,-0.1,0.02,0.01,-0.09
-9140.236011,-0.001,-0.1,0.1,0.01,-0.01
-10087.738104,-0.001,-0.1,0.1,0.01,-0.01
-12083.90799,-0.001,-0.1,0.1,0.01,-0.01
-4214.986036,-0.001,-0.1,0.1,0.01,-0.01
-19613.310839,-0.001,-0.1,0.095,0.01,-0.015
-14303.441327,-0.001,-0.1,0.1,0.01,-0.01
-8100.043629,-0.001,-0.1,0.099,0.01,-0.011
-5784.185183,-0.001,-0.1,0.026,0.01,-0.084
-10307.916439,-0.001,-0.1,0.1,0.01,-0.01
-10766.316913,-0.001,-0.1,0.066,0.01,-0.044
-9995.553917,-0.001,-0.1,0.073,0.01,-0.037
-7011.547113,-0.001,-0.1,0.089,0.01,-0.021
-4886.556698,-0.001,-0.1,0.016,0.01,-0.094
-7653.603485,-0.001,-0.1,0.093,0.01,-0.017
-6767.090569,-0.001,-0.1,0.1,0.01,-0.01
-11099.656132,-0.001,-0.1,0.059,0.01,-0.051
-11987.264397,-0.001,-0.1,0.1,0.01,-0.01
-5373.080277,-0.001,-0.1,0.1,0.01,-0.01
-17665.283681,-0.001,-0.1,0.1,0.01,-0.01
-17703.639645,-0.001,-0.1,0.079,0.01,-0.031
-7367.247578,-0.001,-0.1,0.096,0.01,-0.014
-14649.564912,-0.001,-0.1,0.1,0.01,-0.01
-7719.656923,-0.001,-0.1,0.071,0.01,-0.039
-12815.200176,-0.001,-0.1,0.1,0.01,-0.01
13197.041758,0.001,0.1,0.013,0.01,0.103
-8483.759085,-0.001,-0.1,0.1,0.01,-0.01
-16328.942479,-0.001,-0.1,0.076,0.01,-0.034
-14711.330741,-0.001,-0.1,0.098,0.01,-0.012
-1704.465454,-0.001,-0.1,0.0,0.0,-0.1
-1861.770462,-0.001,-0.1,0.025,0.01,-0.085
-7811.081352,-0.001,-0.1,0.1,0.01,-0.01
-3868.54345,-0.001,-0.1,0.1,0.01,-0.01
-1184.530518,-0.00083,-0.083,0.1,0.01,0.007
-14920.229492,-0.001,-0.1,0.1,0.01,-0.01
-7877.654894,-0.001,-0.1,0.033,0.01,-0.077
-1232.46292,-0.000849,-0.085,0.045,0.01,-0.05
-1028.37273,-0.000708,-0.071,0.04,0.01,-0.041
-8131.476195,-0.001,-0.1,0.1,0.01,-0.01
-4422.550319,-0.001,-0.1,0.1,0.01,-0.01
-7351.739082,-0.001,-0.1,0.0,0.0,-0.1
-4897.231057,-0.001,-0.1,0.065,0.01,-0.045
-6635.536018,-0.001,-0.1,0.042,0.01,-0.068
-7327.767498,-0.001,-0.1,0.1,0.01,-0.01
-8563.056178,-0.001,-0.1,0.0,0.0,-0.1
0.0,0.0,0.0,0.0,0.0,0.0
-7483.113843,-0.001,-0.1,0.1,0.01,-0.01
-11052.501108,-0.001,-0.1,0.067,0.01,-0.043
-10351.651729,-0.001,-0.1,0.096,0.01,-0.014
-12575.534497,-0.001,-0.1,0.062,0.01,-0.048
-11532.087581,-0.001,-0.1,0.023,0.01,-0.087
-7928.773438,-0.001,-0.1,0.1,0.01,-0.01
-19310.470735,-0.001,-0.1,0.056,0.01,-0.054
-9170.595292,-0.001,-0.1,0.078,0.01,-0.032
-13674.490412,-0.001,-0.1,0.096,0.01,-0.014
-8887.690822,-0.001,-0.1,0.0,0.0,-0.1
-4227.703517,-0.001,-0.1,0.056,0.01,-0.054
-5923.560376,-0.001,-0.1,0.046,0.01,-0.064
-5538.420184,-0.001,-0.1,0.028,0.01,-0.082
-9072.601868,-0.001,-0.1,0.086,0.01,-0.024
-14200.052479,-0.001,-0.1,0.063,0.01,-0.047
-4204.580491,-0.001,-0.1,0.0,0.0,-0.1
-4843.005117,-0.001,-0.1,0.065,0.01,-0.045
-12811.297077,-0.001,-0.1,0.1,0.01,-0.01
1580.068151,0.000946,0.095,0.03,0.01,0.114
-9579.150333,-0.001,-0.1,0.1,0.01,-0.01
-15313.385897,-0.001,-0.1,0.054,0.01,-0.056
-1704.375639,-0.001,-0.1,0.02,0.01,-0.09
-6395.931324,-0.001,-0.1,0.1,0.01,-0.01
-5165.203463,-0.001,-0.1,0.1,0.01,-0.01
1825.784918,0.001,0.1,0.01,0.01,0.1
-5125.999946,-0.001,-0.1,0.065,0.01,-0.045
-11582.992806,-0.001,-0.1,0.056,0.01,-0.054
-8322.420971,-0.001,-0.1,0.1,0.01,-0.01
-13141.213991,-0.001,-0.1,0.079,0.01,-0.031
-13418.434522,-0.001,-0.1,0.085,0.01,-0.025
-7067.384991,-0.001,-0.1,0.09,0.01,-0.02
-9822.307277,-0.001,-0.1,0.067,0.01,-0.043
-19067.133197,-0.001,-0.1,0.064,0.01,-0.046
-9001.259411,-0.001,-0.1,0.034,0.01,-0.076
-4822.195552,-0.001,-0.1,0.036,0.01,-0.074
-11528.834392,-0.001,-0.1,0.1,0.01,-0.01
-4332.390658,-0.001,-0.1,0.1,0.01,-0.01
7123.814218,0.001,0.1,0.1,0.01,0.19
2188.812951,0.001,0.1,0.1,0.01,0.19
-12994.094821,-0.001,-0.1,0.099,0.01,-0.011
-5306.289042,-0.001,-0.1,0.1,0.01,-0.01
7150.162717,0.001,0.1,0.1,0.01,0.19
-14841.51414,-0.001,-0.1,0.055,0.01,-0.055
-5813.33793,-0.001,-0.1,0.042,0.01,-0.068
-7158.379047,-0.001,-0.1,0.095,0.01,-0.015
-8191.71011,-0.001,-0.1,0.076,0.01,-0.034
-11970.581367,-0.001,-0.1,0.1,0.01,-0.01
-8253.832873,-0.001,-0.1,0.084,0.01,-0.026
-11930.280463,-0.001,-0.1,0.1,0.01,-0.01
-8749.798779,-0.001,-0.1,0.076,0.01,-0.034
-5842.900798,-0.001,-0.1,0.033,0.01,-0.077
-10214.912519,-0.001,-0.1,0.1,0.01,-0.01
597.888161,0.000312,0.031,0.031,0.01,0.052
-8174.652287,-0.001,-0.1,0.063,0.01,-0.047
-1836.581059,-0.000952,-0.095,0.072,0.01,-0.033
-4033.385494,-0.001,-0.1,0.1,0.01,-0.01
-755.691005,-0.000391,-0.039,0.1,0.01,0.051
-8174.860347,-0.001,-0.1,0.082,0.01,-0.028
-5231.559402,-0.001,-0.1,0.0,0.0,-0.1
-3697.184274,-0.001,-0.1,0.049,0.01,-0.061
-10440.959278,-0.001,-0.1,0.1,0.01,-0.01
-7530.596892,-0.001,-0.1,0.067,0.01,-0.043
-9919.391764,-0.001,-0.1,0.062,0.01,-0.048
-3389.463296,-0.001,-0.1,0.039,0.01,-0.071
-2997.050272,-0.001,-0.1,0.023,0.01,-0.087
-4561.729726,-0.001,-0.1,0.035,0.01,-0.075
-10761.99529,-0.001,-0.1,0.1,0.01,-0.01
1530.279455,0.000766,0.077,0.1,0.01,0.167
4049.106383,0.001,0.1,0.1,0.01,0.19
-6636.715183,-0.001,-0.1,0.064,0.01,-0.046
-6159.13653,-0.001,-0.1,0.075,0.01,-0.035
-13306.962213,-0.001,-0.1,0.1,0.01,-0.01
-12097.688371,-0.001,-0.1,0.045,0.01,-0.065
-8361.565248,-0.001,-0.1,0.1,0.01,-0.01
-5756.016983,-0.001,-0.1,0.012,0.01,-0.098
-4556.634502,-0.001,-0.1,0.054,0.01,-0.056
-1203.941729,-0.000587,-0.059,0.026,0.01,-0.043
-7526.711389,-0.001,-0.1,0.093,0.01,-0.017
-9604.32338,-0.001,-0.1,0.1,0.01,-0.01
-5472.847203,-0.001,-0.1,0.02,0.01,-0.09
-5137.654464,-0.001,-0.1,0.058,0.01,-0.052
-6881.072887,-0.001,-0.1,0.096,0.01,-0.014
-16227.417987,-0.001,-0.1,0.1,0.01,-0.01
-12249.325615,-0.001,-0.1,0.042,0.01,-0.068
-12398.70632,-0.001,-0.1,0.1,0.01,-0.01
-10426.382763,-0.001,-0.1,0.071,0.01,-0.039
-5618.067848,-0.001,-0.1,0.06,0.01,-0.05
-11445.410509,-0.001,-0.1,0.1,0.01,-0.01
1625.707376,0.000755,0.075,0.1,0.01,0.165
-10499.827735,-0.001,-0.1,0.064,0.01,-0.046
-5999.57665,-0.001,-0.1,0.041,0.01,-0.069
-3290.47451,-0.001,-0.1,0.0,0.0,-0.1
-6812.950096,-0.001,-0.1,0.091,0.01,-0.019
-2585.862844,-0.001,-0.1,0.1,0.01,-0.01
5056.11509,0.001,0.1,0.1,0.01,0.19
-2348.948895,-0.001,-0.1,0.046,0.01,-0.064
-1787.653342,-0.000819,-0.082,0.028,0.01,-0.063
-6307.253733,-0.001,-0.1,0.08,0.01,-0.03
-9046.489528,-0.001,-0.1,0.1,0.01,-0.01
-9369.593886,-0.001,-0.1,0.016,0.01,-0.094
-8320.674334,-0.001,-0.1,0.1,0.01,-0.01
-2531.302658,-0.001,-0.1,0.027,0.01,-0.083
-5515.018639,-0.001,-0.1,0.054,0.01,-0.056
-6854.014926,-0.001,-0.1,0.079,0.01,-0.031
-15420.758669,-0.001,-0.1,0.1,0.01,-0.01
-11774.14403,-0.001,-0.1,0.099,0.01,-0.011
-16635.843148,-0.001,-0.1,0.1,0.01,-0.01
-5068.881286,-0.001,-0.1,0.022,0.01,-0.088
-8188.597899,-0.001,-0.1,0.1,0.01,-0.01
-13261.377722,-0.001,-0.1,0.072,0.01,-0.038
-2820.895923,-0.001,-0.1,0.029,0.01,-0.081
-4431.145647,-0.001,-0.1,0.035,0.01,-0.075
-3195.019091,-0.001,-0.1,0.014,0.01,-0.096
-3532.5434,-0.001,-0.1,0.033,0.01,-0.077
-884.50176,-0.000382,-0.038,0.0,0.0,-0.038
-7520.614203,-0.001,-0.1,0.1,0.01,-0.01
-5241.588719,-0.001,-0.1,0.1,0.01,-0.01
-13193.21679,-0.001,-0.1,0.016,0.01,-0.094
-4275.190577,-0.001,-0.1,0.039,0.01,-0.071
-9868.08113,-0.001,-0.1,0.1,0.01,-0.01
-8054.486081,-0.001,-0.1,0.061,0.01,-0.049
-2081.498346,-0.00088,-0.088,0.047,0.01,-0.051
-11896.308992,-0.001,-0.1,0.1,0.01,-0.01
-5605.379381,-0.001,-0.1,0.019,0.01,-0.091
-2460.883677,-0.001,-0.1,0.02,0.01,-0.09
-7499.555977,-0.001,-0.1,0.1,0.01,-0.01
92.635023,3.9e-05,0.004,0.1,0.01,0.094
-11063.674974,-0.001,-0.1,0.1,0.01,-0.01
-10667.415129,-0.001,-0.1,0.097,0.01,-0.013
-8336.553433,-0.001,-0.1,0.1,0.01,-0.01
-9906.631025,-0.001,-0.1,0.1,0.01,-0.01
-20194.562824,-0.001,-0.1,0.1,0.01,-0.01
-6315.081469,-0.001,-0.1,0.01,0.01,-0.1
-8015.179972,-0.001,-0.1,0.097,0.01,-0.013
-15755.551063,-0.001,-0.1,0.1,0.01,-0.01
-9938.972744,-0.001,-0.1,0.092,0.01,-0.018
-5632.891297,-0.001,-0.1,0.027,0.01,-0.083
-7724.326808,-0.001,-0.1,0.084,0.01,-0.026
-11334.63186,-0.001,-0.1,0.1,0.01,-0.01
-3098.169722,-0.001,-0.1,0.026,0.01,-0.084
-6800.224005,-0.001,-0.1,0.073,0.01,-0.037
-4616.312498,-0.001,-0.1,0.037,0.01,-0.073
-4427.131213,-0.001,-0.1,0.07,0.01,-0.04
-7686.603154,-0.001,-0.1,0.1,0.01,-0.01
1691.649291,0.000665,0.067,0.054,0.01,0.111
-8178.875256,-0.001,-0.1,0.1,0.01,-0.01
-11443.836844,-0.001,-0.1,0.027,0.01,-0.083
-8657.16504,-0.001,-0.1,0.1,0.01,-0.01
1899.995833,0.00074,0.074,0.054,0.01,0.118
-8084.119334,-0.001,-0.1,0.1,0.01,-0.01
-1428.280835,-0.000554,-0.055,0.008,0.01,-0.057
-8218.335365,-0.001,-0.1,0.1,0.01,-0.01
-311.882973,-0.000121,-0.012,0.079,0.01,0.057
-12291.391884,-0.001,-0.1,0.082,0.01,-0.028
-2779.413951,-0.001,-0.1,0.024,0.01,-0.086
-8439.706272,-0.001,-0.1,0.099,0.01,-0.011
-14180.372466,-0.001,-0.1,0.1,0.01,-0.01
-14455.419096,-0.001,-0.1,0.0,0.0,-0.1
-5114.344588,-0.001,-0.1,0.068,0.01,-0.042
-6154.31538,-0.001,-0.1,0.01,0.01,-0.1
-7599.130941,-0.001,-0.1,0.1,0.01,-0.01
-8712.435879,-0.001,-0.1,0.082,0.01,-0.028
-12323.754239,-0.001,-0.1,0.037,0.01,-0.073
-12867.944936,-0.001,-0.1,0.1,0.01,-0.01
-6660.631152,-0.001,-0.1,0.1,0.01,-0.01
-7161.683633,-0.001,-0.1,0.059,0.01,-0.051
